"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"05/01/2026 22:30:00 - 05/01/2026 22:45:00","Germany (DE)","Hydro Run-of-river and pondage","1148.65"
"05/01/2026 22:45:00 - 05/01/2026 23:00:00","Germany (DE)","Hydro Run-of-river and pondage","1149.72"
"05/01/2026 23:00:00 - 05/01/2026 23:15:00","Germany (DE)","Hydro Run-of-river and pondage","1145.69"
"05/01/2026 23:15:00 - 05/01/2026 23:30:00","Germany (DE)","Hydro Run-of-river and pondage","1147.16"
"05/01/2026 23:30:00 - 05/01/2026 23:45:00","Germany (DE)","Hydro Run-of-river and pondage","1146.79"
"05/01/2026 23:45:00 - 06/01/2026 00:00:00","Germany (DE)","Hydro Run-of-river and pondage","1153.93"
"06/01/2026 00:00:00 - 06/01/2026 00:15:00","Germany (DE)","Hydro Run-of-river and pondage","1155.65"
"06/01/2026 00:15:00 - 06/01/2026 00:30:00","Germany (DE)","Hydro Run-of-river and pondage","1157.17"
"06/01/2026 00:30:00 - 06/01/2026 00:45:00","Germany (DE)","Hydro Run-of-river and pondage","1155.52"
"06/01/2026 00:45:00 - 06/01/2026 01:00:00","Germany (DE)","Hydro Run-of-river and pondage","1164.29"
"06/01/2026 01:00:00 - 06/01/2026 01:15:00","Germany (DE)","Hydro Run-of-river and pondage","1170.21"
"06/01/2026 01:15:00 - 06/01/2026 01:30:00","Germany (DE)","Hydro Run-of-river and pondage","1167.17"
"06/01/2026 01:30:00 - 06/01/2026 01:45:00","Germany (DE)","Hydro Run-of-river and pondage","1166.55"
"06/01/2026 01:45:00 - 06/01/2026 02:00:00","Germany (DE)","Hydro Run-of-river and pondage","1180.24"
"06/01/2026 02:00:00 - 06/01/2026 02:15:00","Germany (DE)","Hydro Run-of-river and pondage","1169.96"
"06/01/2026 02:15:00 - 06/01/2026 02:30:00","Germany (DE)","Hydro Run-of-river and pondage","1170.43"
"06/01/2026 02:30:00 - 06/01/2026 02:45:00","Germany (DE)","Hydro Run-of-river and pondage","1165.37"
"06/01/2026 02:45:00 - 06/01/2026 03:00:00","Germany (DE)","Hydro Run-of-river and pondage","1167.18"
"06/01/2026 03:00:00 - 06/01/2026 03:15:00","Germany (DE)","Hydro Run-of-river and pondage","1172.58"
"06/01/2026 03:15:00 - 06/01/2026 03:30:00","Germany (DE)","Hydro Run-of-river and pondage","1162.51"
"06/01/2026 03:30:00 - 06/01/2026 03:45:00","Germany (DE)","Hydro Run-of-river and pondage","1158.23"
"06/01/2026 03:45:00 - 06/01/2026 04:00:00","Germany (DE)","Hydro Run-of-river and pondage","1154.99"
"06/01/2026 04:00:00 - 06/01/2026 04:15:00","Germany (DE)","Hydro Run-of-river and pondage","1159.16"
"06/01/2026 04:15:00 - 06/01/2026 04:30:00","Germany (DE)","Hydro Run-of-river and pondage","1147.62"
"06/01/2026 04:30:00 - 06/01/2026 04:45:00","Germany (DE)","Hydro Run-of-river and pondage","1133.46"
"06/01/2026 04:45:00 - 06/01/2026 05:00:00","Germany (DE)","Hydro Run-of-river and pondage","1130.87"
"06/01/2026 05:00:00 - 06/01/2026 05:15:00","Germany (DE)","Hydro Run-of-river and pondage","1126.30"
"06/01/2026 05:15:00 - 06/01/2026 05:30:00","Germany (DE)","Hydro Run-of-river and pondage","1114.53"
"06/01/2026 05:30:00 - 06/01/2026 05:45:00","Germany (DE)","Hydro Run-of-river and pondage","1107.46"
"06/01/2026 05:45:00 - 06/01/2026 06:00:00","Germany (DE)","Hydro Run-of-river and pondage","1106.21"
"06/01/2026 06:00:00 - 06/01/2026 06:15:00","Germany (DE)","Hydro Run-of-river and pondage","1110.99"
"06/01/2026 06:15:00 - 06/01/2026 06:30:00","Germany (DE)","Hydro Run-of-river and pondage","1115.31"
"06/01/2026 06:30:00 - 06/01/2026 06:45:00","Germany (DE)","Hydro Run-of-river and pondage","1113.91"
"06/01/2026 06:45:00 - 06/01/2026 07:00:00","Germany (DE)","Hydro Run-of-river and pondage","1108.45"
"06/01/2026 07:00:00 - 06/01/2026 07:15:00","Germany (DE)","Hydro Run-of-river and pondage","1103.94"
"06/01/2026 07:15:00 - 06/01/2026 07:30:00","Germany (DE)","Hydro Run-of-river and pondage","1108.83"
"06/01/2026 07:30:00 - 06/01/2026 07:45:00","Germany (DE)","Hydro Run-of-river and pondage","1109.35"
"06/01/2026 07:45:00 - 06/01/2026 08:00:00","Germany (DE)","Hydro Run-of-river and pondage","1129.80"
"06/01/2026 08:00:00 - 06/01/2026 08:15:00","Germany (DE)","Hydro Run-of-river and pondage","1125.20"
"06/01/2026 08:15:00 - 06/01/2026 08:30:00","Germany (DE)","Hydro Run-of-river and pondage","1123.79"
"06/01/2026 08:30:00 - 06/01/2026 08:45:00","Germany (DE)","Hydro Run-of-river and pondage","1127.00"
"06/01/2026 08:45:00 - 06/01/2026 09:00:00","Germany (DE)","Hydro Run-of-river and pondage","1134.07"
"06/01/2026 09:00:00 - 06/01/2026 09:15:00","Germany (DE)","Hydro Run-of-river and pondage","1158.25"
"06/01/2026 09:15:00 - 06/01/2026 09:30:00","Germany (DE)","Hydro Run-of-river and pondage","1158.94"
"06/01/2026 09:30:00 - 06/01/2026 09:45:00","Germany (DE)","Hydro Run-of-river and pondage","1164.15"
"06/01/2026 09:45:00 - 06/01/2026 10:00:00","Germany (DE)","Hydro Run-of-river and pondage","1147.59"
"06/01/2026 10:00:00 - 06/01/2026 10:15:00","Germany (DE)","Hydro Run-of-river and pondage","1152.99"
"06/01/2026 10:15:00 - 06/01/2026 10:30:00","Germany (DE)","Hydro Run-of-river and pondage","1168.96"
"06/01/2026 10:30:00 - 06/01/2026 10:45:00","Germany (DE)","Hydro Run-of-river and pondage","1168.47"
"06/01/2026 10:45:00 - 06/01/2026 11:00:00","Germany (DE)","Hydro Run-of-river and pondage","1141.78"
"06/01/2026 11:00:00 - 06/01/2026 11:15:00","Germany (DE)","Hydro Run-of-river and pondage","1144.74"
"06/01/2026 11:15:00 - 06/01/2026 11:30:00","Germany (DE)","Hydro Run-of-river and pondage","1149.48"
"06/01/2026 11:30:00 - 06/01/2026 11:45:00","Germany (DE)","Hydro Run-of-river and pondage","1158.02"
"06/01/2026 11:45:00 - 06/01/2026 12:00:00","Germany (DE)","Hydro Run-of-river and pondage","1169.83"
"06/01/2026 12:00:00 - 06/01/2026 12:15:00","Germany (DE)","Hydro Run-of-river and pondage","1165.50"
"06/01/2026 12:15:00 - 06/01/2026 12:30:00","Germany (DE)","Hydro Run-of-river and pondage","1173.35"
"06/01/2026 12:30:00 - 06/01/2026 12:45:00","Germany (DE)","Hydro Run-of-river and pondage","1174.04"
"06/01/2026 12:45:00 - 06/01/2026 13:00:00","Germany (DE)","Hydro Run-of-river and pondage","1179.88"
"06/01/2026 13:00:00 - 06/01/2026 13:15:00","Germany (DE)","Hydro Run-of-river and pondage","1187.63"
"06/01/2026 13:15:00 - 06/01/2026 13:30:00","Germany (DE)","Hydro Run-of-river and pondage","1192.01"
"06/01/2026 13:30:00 - 06/01/2026 13:45:00","Germany (DE)","Hydro Run-of-river and pondage","1188.46"
"06/01/2026 13:45:00 - 06/01/2026 14:00:00","Germany (DE)","Hydro Run-of-river and pondage","1187.18"
"06/01/2026 14:00:00 - 06/01/2026 14:15:00","Germany (DE)","Hydro Run-of-river and pondage","1179.94"
"06/01/2026 14:15:00 - 06/01/2026 14:30:00","Germany (DE)","Hydro Run-of-river and pondage","1164.83"
"06/01/2026 14:30:00 - 06/01/2026 14:45:00","Germany (DE)","Hydro Run-of-river and pondage","1166.03"
"06/01/2026 14:45:00 - 06/01/2026 15:00:00","Germany (DE)","Hydro Run-of-river and pondage","1164.68"
"06/01/2026 15:00:00 - 06/01/2026 15:15:00","Germany (DE)","Hydro Run-of-river and pondage","1167.13"
"06/01/2026 15:15:00 - 06/01/2026 15:30:00","Germany (DE)","Hydro Run-of-river and pondage","1172.12"
"06/01/2026 15:30:00 - 06/01/2026 15:45:00","Germany (DE)","Hydro Run-of-river and pondage","1173.09"
"06/01/2026 15:45:00 - 06/01/2026 16:00:00","Germany (DE)","Hydro Run-of-river and pondage","1179.07"
"06/01/2026 16:00:00 - 06/01/2026 16:15:00","Germany (DE)","Hydro Run-of-river and pondage","1176.11"
"06/01/2026 16:15:00 - 06/01/2026 16:30:00","Germany (DE)","Hydro Run-of-river and pondage","1167.62"
"06/01/2026 16:30:00 - 06/01/2026 16:45:00","Germany (DE)","Hydro Run-of-river and pondage","1160.30"
"06/01/2026 16:45:00 - 06/01/2026 17:00:00","Germany (DE)","Hydro Run-of-river and pondage","1168.47"
"06/01/2026 17:00:00 - 06/01/2026 17:15:00","Germany (DE)","Hydro Run-of-river and pondage","1163.43"
"06/01/2026 17:15:00 - 06/01/2026 17:30:00","Germany (DE)","Hydro Run-of-river and pondage","1181.05"
"06/01/2026 17:30:00 - 06/01/2026 17:45:00","Germany (DE)","Hydro Run-of-river and pondage","1189.65"
"06/01/2026 17:45:00 - 06/01/2026 18:00:00","Germany (DE)","Hydro Run-of-river and pondage","1193.29"
"06/01/2026 18:00:00 - 06/01/2026 18:15:00","Germany (DE)","Hydro Run-of-river and pondage","1192.83"
"06/01/2026 18:15:00 - 06/01/2026 18:30:00","Germany (DE)","Hydro Run-of-river and pondage","1177.36"
"06/01/2026 18:30:00 - 06/01/2026 18:45:00","Germany (DE)","Hydro Run-of-river and pondage","1158.41"
"06/01/2026 18:45:00 - 06/01/2026 19:00:00","Germany (DE)","Hydro Run-of-river and pondage","1168.93"
"06/01/2026 19:00:00 - 06/01/2026 19:15:00","Germany (DE)","Hydro Run-of-river and pondage","1177.25"
"06/01/2026 19:15:00 - 06/01/2026 19:30:00","Germany (DE)","Hydro Run-of-river and pondage","1175.30"
"06/01/2026 19:30:00 - 06/01/2026 19:45:00","Germany (DE)","Hydro Run-of-river and pondage","1183.30"
"06/01/2026 19:45:00 - 06/01/2026 20:00:00","Germany (DE)","Hydro Run-of-river and pondage","1172.78"
"06/01/2026 20:00:00 - 06/01/2026 20:15:00","Germany (DE)","Hydro Run-of-river and pondage","1175.98"
"06/01/2026 20:15:00 - 06/01/2026 20:30:00","Germany (DE)","Hydro Run-of-river and pondage","1176.79"
"06/01/2026 20:30:00 - 06/01/2026 20:45:00","Germany (DE)","Hydro Run-of-river and pondage","1182.42"
"06/01/2026 20:45:00 - 06/01/2026 21:00:00","Germany (DE)","Hydro Run-of-river and pondage","1195.87"
"06/01/2026 21:00:00 - 06/01/2026 21:15:00","Germany (DE)","Hydro Run-of-river and pondage","1194.83"
"06/01/2026 21:15:00 - 06/01/2026 21:30:00","Germany (DE)","Hydro Run-of-river and pondage","1200.58"
"06/01/2026 21:30:00 - 06/01/2026 21:45:00","Germany (DE)","Hydro Run-of-river and pondage","1202.75"
"06/01/2026 21:45:00 - 06/01/2026 22:00:00","Germany (DE)","Hydro Run-of-river and pondage","1199.22"
"06/01/2026 22:00:00 - 06/01/2026 22:15:00","Germany (DE)","Hydro Run-of-river and pondage","1200.73"
"06/01/2026 22:15:00 - 06/01/2026 22:30:00","Germany (DE)","Hydro Run-of-river and pondage","1208.70"
"06/01/2026 22:30:00 - 06/01/2026 22:45:00","Germany (DE)","Hydro Run-of-river and pondage","1213.27"
"06/01/2026 22:45:00 - 06/01/2026 23:00:00","Germany (DE)","Hydro Run-of-river and pondage","1218.50"
"06/01/2026 23:00:00 - 06/01/2026 23:15:00","Germany (DE)","Hydro Run-of-river and pondage","1223.26"
"06/01/2026 23:15:00 - 06/01/2026 23:30:00","Germany (DE)","Hydro Run-of-river and pondage","1236.26"
"06/01/2026 23:30:00 - 06/01/2026 23:45:00","Germany (DE)","Hydro Run-of-river and pondage","1231.18"
"06/01/2026 23:45:00 - 07/01/2026 00:00:00","Germany (DE)","Hydro Run-of-river and pondage","1233.02"
"01/01/2026 00:00:00 - 01/01/2026 00:15:00","Germany (DE)","Hydro Water Reservoir","15.35"
"01/01/2026 00:15:00 - 01/01/2026 00:30:00","Germany (DE)","Hydro Water Reservoir","19.11"
"01/01/2026 00:30:00 - 01/01/2026 00:45:00","Germany (DE)","Hydro Water Reservoir","42.99"
"01/01/2026 00:45:00 - 01/01/2026 01:00:00","Germany (DE)","Hydro Water Reservoir","68.50"
"01/01/2026 01:00:00 - 01/01/2026 01:15:00","Germany (DE)","Hydro Water Reservoir","66.61"
"01/01/2026 01:15:00 - 01/01/2026 01:30:00","Germany (DE)","Hydro Water Reservoir","106.99"
"01/01/2026 01:30:00 - 01/01/2026 01:45:00","Germany (DE)","Hydro Water Reservoir","122.74"
"01/01/2026 01:45:00 - 01/01/2026 02:00:00","Germany (DE)","Hydro Water Reservoir","113.19"
"01/01/2026 02:00:00 - 01/01/2026 02:15:00","Germany (DE)","Hydro Water Reservoir","38.95"
"01/01/2026 02:15:00 - 01/01/2026 02:30:00","Germany (DE)","Hydro Water Reservoir","57.09"
"01/01/2026 02:30:00 - 01/01/2026 02:45:00","Germany (DE)","Hydro Water Reservoir","118.27"
"01/01/2026 02:45:00 - 01/01/2026 03:00:00","Germany (DE)","Hydro Water Reservoir","26.28"
"01/01/2026 03:00:00 - 01/01/2026 03:15:00","Germany (DE)","Hydro Water Reservoir","32.71"
"01/01/2026 03:15:00 - 01/01/2026 03:30:00","Germany (DE)","Hydro Water Reservoir","13.14"
"01/01/2026 03:30:00 - 01/01/2026 03:45:00","Germany (DE)","Hydro Water Reservoir","12.62"
"01/01/2026 03:45:00 - 01/01/2026 04:00:00","Germany (DE)","Hydro Water Reservoir","13.56"
"01/01/2026 04:00:00 - 01/01/2026 04:15:00","Germany (DE)","Hydro Water Reservoir","13.04"
"01/01/2026 04:15:00 - 01/01/2026 04:30:00","Germany (DE)","Hydro Water Reservoir","13.84"
"01/01/2026 04:30:00 - 01/01/2026 04:45:00","Germany (DE)","Hydro Water Reservoir","14.05"
"01/01/2026 04:45:00 - 01/01/2026 05:00:00","Germany (DE)","Hydro Water Reservoir","14.04"
"01/01/2026 05:00:00 - 01/01/2026 05:15:00","Germany (DE)","Hydro Water Reservoir","14.01"
"01/01/2026 05:15:00 - 01/01/2026 05:30:00","Germany (DE)","Hydro Water Reservoir","13.91"
"01/01/2026 05:30:00 - 01/01/2026 05:45:00","Germany (DE)","Hydro Water Reservoir","13.44"
"01/01/2026 05:45:00 - 01/01/2026 06:00:00","Germany (DE)","Hydro Water Reservoir","13.77"
"01/01/2026 06:00:00 - 01/01/2026 06:15:00","Germany (DE)","Hydro Water Reservoir","13.72"
"01/01/2026 06:15:00 - 01/01/2026 06:30:00","Germany (DE)","Hydro Water Reservoir","15.58"
"01/01/2026 06:30:00 - 01/01/2026 06:45:00","Germany (DE)","Hydro Water Reservoir","16.22"
"01/01/2026 06:45:00 - 01/01/2026 07:00:00","Germany (DE)","Hydro Water Reservoir","16.17"
"01/01/2026 07:00:00 - 01/01/2026 07:15:00","Germany (DE)","Hydro Water Reservoir","90.02"
"01/01/2026 07:15:00 - 01/01/2026 07:30:00","Germany (DE)","Hydro Water Reservoir","82.13"
"01/01/2026 07:30:00 - 01/01/2026 07:45:00","Germany (DE)","Hydro Water Reservoir","95.80"
"01/01/2026 07:45:00 - 01/01/2026 08:00:00","Germany (DE)","Hydro Water Reservoir","84.43"
"01/01/2026 08:00:00 - 01/01/2026 08:15:00","Germany (DE)","Hydro Water Reservoir","76.59"
"01/01/2026 08:15:00 - 01/01/2026 08:30:00","Germany (DE)","Hydro Water Reservoir","64.94"
"01/01/2026 08:30:00 - 01/01/2026 08:45:00","Germany (DE)","Hydro Water Reservoir","70.59"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Hydro Water Reservoir","20.71"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Hydro Water Reservoir","21.22"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Hydro Water Reservoir","15.36"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Hydro Water Reservoir","15.48"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Hydro Water Reservoir","13.99"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Hydro Water Reservoir","15.78"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Hydro Water Reservoir","18.74"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Hydro Water Reservoir","62.01"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Hydro Water Reservoir","66.70"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Hydro Water Reservoir","58.47"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Hydro Water Reservoir","53.55"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Hydro Water Reservoir","47.23"
"01/01/2026 11:45:00 - 01/01/2026 12:00:00","Germany (DE)","Hydro Water Reservoir","51.23"
"01/01/2026 12:00:00 - 01/01/2026 12:15:00","Germany (DE)","Hydro Water Reservoir","66.14"
"01/01/2026 12:15:00 - 01/01/2026 12:30:00","Germany (DE)","Hydro Water Reservoir","145.51"
"01/01/2026 12:30:00 - 01/01/2026 12:45:00","Germany (DE)","Hydro Water Reservoir","146.18"
"01/01/2026 12:45:00 - 01/01/2026 13:00:00","Germany (DE)","Hydro Water Reservoir","145.72"
"01/01/2026 13:00:00 - 01/01/2026 13:15:00","Germany (DE)","Hydro Water Reservoir","103.96"
"01/01/2026 13:15:00 - 01/01/2026 13:30:00","Germany (DE)","Hydro Water Reservoir","99.87"
"01/01/2026 13:30:00 - 01/01/2026 13:45:00","Germany (DE)","Hydro Water Reservoir","121.25"
"01/01/2026 13:45:00 - 01/01/2026 14:00:00","Germany (DE)","Hydro Water Reservoir","107.54"
"01/01/2026 14:00:00 - 01/01/2026 14:15:00","Germany (DE)","Hydro Water Reservoir","126.72"
"01/01/2026 14:15:00 - 01/01/2026 14:30:00","Germany (DE)","Hydro Water Reservoir","91.45"
"01/01/2026 14:30:00 - 01/01/2026 14:45:00","Germany (DE)","Hydro Water Reservoir","137.57"
"01/01/2026 14:45:00 - 01/01/2026 15:00:00","Germany (DE)","Hydro Water Reservoir","177.14"
"01/01/2026 15:00:00 - 01/01/2026 15:15:00","Germany (DE)","Hydro Water Reservoir","174.13"
"01/01/2026 15:15:00 - 01/01/2026 15:30:00","Germany (DE)","Hydro Water Reservoir","148.79"
"01/01/2026 15:30:00 - 01/01/2026 15:45:00","Germany (DE)","Hydro Water Reservoir","138.05"
"01/01/2026 15:45:00 - 01/01/2026 16:00:00","Germany (DE)","Hydro Water Reservoir","106.11"
"01/01/2026 16:00:00 - 01/01/2026 16:15:00","Germany (DE)","Hydro Water Reservoir","106.30"
"01/01/2026 16:15:00 - 01/01/2026 16:30:00","Germany (DE)","Hydro Water Reservoir","105.74"
"01/01/2026 16:30:00 - 01/01/2026 16:45:00","Germany (DE)","Hydro Water Reservoir","106.03"
"01/01/2026 16:45:00 - 01/01/2026 17:00:00","Germany (DE)","Hydro Water Reservoir","119.26"
"01/01/2026 17:00:00 - 01/01/2026 17:15:00","Germany (DE)","Hydro Water Reservoir","169.43"
"01/01/2026 17:15:00 - 01/01/2026 17:30:00","Germany (DE)","Hydro Water Reservoir","182.67"
"01/01/2026 17:30:00 - 01/01/2026 17:45:00","Germany (DE)","Hydro Water Reservoir","209.34"
"01/01/2026 17:45:00 - 01/01/2026 18:00:00","Germany (DE)","Hydro Water Reservoir","315.38"
"01/01/2026 18:00:00 - 01/01/2026 18:15:00","Germany (DE)","Hydro Water Reservoir","247.64"
"01/01/2026 18:15:00 - 01/01/2026 18:30:00","Germany (DE)","Hydro Water Reservoir","164.38"
"01/01/2026 18:30:00 - 01/01/2026 18:45:00","Germany (DE)","Hydro Water Reservoir","147.23"
"01/01/2026 18:45:00 - 01/01/2026 19:00:00","Germany (DE)","Hydro Water Reservoir","57.41"
"01/01/2026 19:00:00 - 01/01/2026 19:15:00","Germany (DE)","Hydro Water Reservoir","119.38"
"01/01/2026 19:15:00 - 01/01/2026 19:30:00","Germany (DE)","Hydro Water Reservoir","88.76"
"01/01/2026 19:30:00 - 01/01/2026 19:45:00","Germany (DE)","Hydro Water Reservoir","26.76"
"01/01/2026 19:45:00 - 01/01/2026 20:00:00","Germany (DE)","Hydro Water Reservoir","22.89"
"01/01/2026 20:00:00 - 01/01/2026 20:15:00","Germany (DE)","Hydro Water Reservoir","29.89"
"01/01/2026 20:15:00 - 01/01/2026 20:30:00","Germany (DE)","Hydro Water Reservoir","39.34"
"01/01/2026 20:30:00 - 01/01/2026 20:45:00","Germany (DE)","Hydro Water Reservoir","20.41"
"01/01/2026 20:45:00 - 01/01/2026 21:00:00","Germany (DE)","Hydro Water Reservoir","21.05"
"01/01/2026 21:00:00 - 01/01/2026 21:15:00","Germany (DE)","Hydro Water Reservoir","36.27"
"01/01/2026 21:15:00 - 01/01/2026 21:30:00","Germany (DE)","Hydro Water Reservoir","66.84"
"01/01/2026 21:30:00 - 01/01/2026 21:45:00","Germany (DE)","Hydro Water Reservoir","62.23"
"01/01/2026 21:45:00 - 01/01/2026 22:00:00","Germany (DE)","Hydro Water Reservoir","29.34"
"01/01/2026 22:00:00 - 01/01/2026 22:15:00","Germany (DE)","Hydro Water Reservoir","28.92"
"01/01/2026 22:15:00 - 01/01/2026 22:30:00","Germany (DE)","Hydro Water Reservoir","14.13"
"01/01/2026 22:30:00 - 01/01/2026 22:45:00","Germany (DE)","Hydro Water Reservoir","13.24"
"01/01/2026 22:45:00 - 01/01/2026 23:00:00","Germany (DE)","Hydro Water Reservoir","12.63"
"01/01/2026 23:00:00 - 01/01/2026 23:15:00","Germany (DE)","Hydro Water Reservoir","13.74"
"01/01/2026 23:15:00 - 01/01/2026 23:30:00","Germany (DE)","Hydro Water Reservoir","13.77"
"01/01/2026 23:30:00 - 01/01/2026 23:45:00","Germany (DE)","Hydro Water Reservoir","13.39"
"01/01/2026 23:45:00 - 02/01/2026 00:00:00","Germany (DE)","Hydro Water Reservoir","12.59"
"02/01/2026 00:00:00 - 02/01/2026 00:15:00","Germany (DE)","Hydro Water Reservoir","13.17"
"02/01/2026 00:15:00 - 02/01/2026 00:30:00","Germany (DE)","Hydro Water Reservoir","14.04"
"02/01/2026 00:30:00 - 02/01/2026 00:45:00","Germany (DE)","Hydro Water Reservoir","13.40"
"02/01/2026 00:45:00 - 02/01/2026 01:00:00","Germany (DE)","Hydro Water Reservoir","12.62"
"02/01/2026 01:00:00 - 02/01/2026 01:15:00","Germany (DE)","Hydro Water Reservoir","4.33"
"02/01/2026 01:15:00 - 02/01/2026 01:30:00","Germany (DE)","Hydro Water Reservoir","4.15"
"02/01/2026 01:30:00 - 02/01/2026 01:45:00","Germany (DE)","Hydro Water Reservoir","3.51"
"02/01/2026 01:45:00 - 02/01/2026 02:00:00","Germany (DE)","Hydro Water Reservoir","3.70"
"02/01/2026 02:00:00 - 02/01/2026 02:15:00","Germany (DE)","Hydro Water Reservoir","4.55"
"02/01/2026 02:15:00 - 02/01/2026 02:30:00","Germany (DE)","Hydro Water Reservoir","4.19"
"02/01/2026 02:30:00 - 02/01/2026 02:45:00","Germany (DE)","Hydro Water Reservoir","4.05"
"02/01/2026 02:45:00 - 02/01/2026 03:00:00","Germany (DE)","Hydro Water Reservoir","3.64"
"02/01/2026 03:00:00 - 02/01/2026 03:15:00","Germany (DE)","Hydro Water Reservoir","4.59"
"02/01/2026 03:15:00 - 02/01/2026 03:30:00","Germany (DE)","Hydro Water Reservoir","4.44"
"02/01/2026 03:30:00 - 02/01/2026 03:45:00","Germany (DE)","Hydro Water Reservoir","4.50"
"02/01/2026 03:45:00 - 02/01/2026 04:00:00","Germany (DE)","Hydro Water Reservoir","5.27"
"02/01/2026 04:00:00 - 02/01/2026 04:15:00","Germany (DE)","Hydro Water Reservoir","4.96"
"02/01/2026 04:15:00 - 02/01/2026 04:30:00","Germany (DE)","Hydro Water Reservoir","6.00"
"02/01/2026 04:30:00 - 02/01/2026 04:45:00","Germany (DE)","Hydro Water Reservoir","6.39"
"02/01/2026 04:45:00 - 02/01/2026 05:00:00","Germany (DE)","Hydro Water Reservoir","5.60"
"02/01/2026 05:00:00 - 02/01/2026 05:15:00","Germany (DE)","Hydro Water Reservoir","14.28"
"02/01/2026 05:15:00 - 02/01/2026 05:30:00","Germany (DE)","Hydro Water Reservoir","13.50"
"02/01/2026 05:30:00 - 02/01/2026 05:45:00","Germany (DE)","Hydro Water Reservoir","14.09"
"02/01/2026 05:45:00 - 02/01/2026 06:00:00","Germany (DE)","Hydro Water Reservoir","13.60"
"02/01/2026 06:00:00 - 02/01/2026 06:15:00","Germany (DE)","Hydro Water Reservoir","13.27"
"02/01/2026 06:15:00 - 02/01/2026 06:30:00","Germany (DE)","Hydro Water Reservoir","16.65"
"02/01/2026 06:30:00 - 02/01/2026 06:45:00","Germany (DE)","Hydro Water Reservoir","68.63"
"02/01/2026 06:45:00 - 02/01/2026 07:00:00","Germany (DE)","Hydro Water Reservoir","110.70"
"02/01/2026 07:00:00 - 02/01/2026 07:15:00","Germany (DE)","Hydro Water Reservoir","96.20"
"02/01/2026 07:15:00 - 02/01/2026 07:30:00","Germany (DE)","Hydro Water Reservoir","123.83"
"02/01/2026 07:30:00 - 02/01/2026 07:45:00","Germany (DE)","Hydro Water Reservoir","100.40"
"02/01/2026 07:45:00 - 02/01/2026 08:00:00","Germany (DE)","Hydro Water Reservoir","104.39"
"02/01/2026 08:00:00 - 02/01/2026 08:15:00","Germany (DE)","Hydro Water Reservoir","52.03"
"02/01/2026 08:15:00 - 02/01/2026 08:30:00","Germany (DE)","Hydro Water Reservoir","98.66"
"02/01/2026 08:30:00 - 02/01/2026 08:45:00","Germany (DE)","Hydro Water Reservoir","27.90"
"02/01/2026 08:45:00 - 02/01/2026 09:00:00","Germany (DE)","Hydro Water Reservoir","38.47"
"02/01/2026 09:00:00 - 02/01/2026 09:15:00","Germany (DE)","Hydro Water Reservoir","103.74"
"02/01/2026 09:15:00 - 02/01/2026 09:30:00","Germany (DE)","Hydro Water Reservoir","196.65"
"02/01/2026 09:30:00 - 02/01/2026 09:45:00","Germany (DE)","Hydro Water Reservoir","212.63"
"02/01/2026 09:45:00 - 02/01/2026 10:00:00","Germany (DE)","Hydro Water Reservoir","195.76"
"02/01/2026 10:00:00 - 02/01/2026 10:15:00","Germany (DE)","Hydro Water Reservoir","198.69"
"02/01/2026 10:15:00 - 02/01/2026 10:30:00","Germany (DE)","Hydro Water Reservoir","117.31"
"02/01/2026 10:30:00 - 02/01/2026 10:45:00","Germany (DE)","Hydro Water Reservoir","31.53"
"02/01/2026 10:45:00 - 02/01/2026 11:00:00","Germany (DE)","Hydro Water Reservoir","23.64"
"02/01/2026 11:00:00 - 02/01/2026 11:15:00","Germany (DE)","Hydro Water Reservoir","30.71"
"02/01/2026 11:15:00 - 02/01/2026 11:30:00","Germany (DE)","Hydro Water Reservoir","23.07"
"02/01/2026 11:30:00 - 02/01/2026 11:45:00","Germany (DE)","Hydro Water Reservoir","36.50"
"02/01/2026 11:45:00 - 02/01/2026 12:00:00","Germany (DE)","Hydro Water Reservoir","74.93"
"02/01/2026 12:00:00 - 02/01/2026 12:15:00","Germany (DE)","Hydro Water Reservoir","196.89"
"02/01/2026 12:15:00 - 02/01/2026 12:30:00","Germany (DE)","Hydro Water Reservoir","127.05"
"02/01/2026 12:30:00 - 02/01/2026 12:45:00","Germany (DE)","Hydro Water Reservoir","39.05"
"02/01/2026 12:45:00 - 02/01/2026 13:00:00","Germany (DE)","Hydro Water Reservoir","119.09"
"02/01/2026 13:00:00 - 02/01/2026 13:15:00","Germany (DE)","Hydro Water Reservoir","96.35"
